"est_ground_truth_overlap1","est_ground_truth_CI_lower_overlap1","est_ground_truth_CI_upper_overlap1","naive_h1_est_overlap1","naive_h1_CI_lower_overlap1","naive_h1_CI_upper_overlap1","naive_h2_est_overlap1","naive_h2_CI_lower_overlap1","naive_h2_CI_upper_overlap1","est_wald_overlap1","wald_CI_lower_overlap1","wald_CI_upper_overlap1","est_EIF_overlap1","EIF_CI_lower_overlap1","EIF_CI_upper_overlap1","est_EIF_gam_overlap1","EIF_gam_CI_lower_overlap1","EIF_gam_CI_upper_overlap1","est_ground_truth_overlap2","est_ground_truth_CI_lower_overlap2","est_ground_truth_CI_upper_overlap2","naive_h1_est_overlap2","naive_h1_CI_lower_overlap2","naive_h1_CI_upper_overlap2","naive_h2_est_overlap2","naive_h2_CI_lower_overlap2","naive_h2_CI_upper_overlap2","est_wald_overlap2","wald_CI_lower_overlap2","wald_CI_upper_overlap2","est_EIF_overlap2","EIF_CI_lower_overlap2","EIF_CI_upper_overlap2","est_EIF_gam_overlap2","EIF_gam_CI_lower_overlap2","EIF_gam_CI_upper_overlap2","est_ground_truth_overlap3","est_ground_truth_CI_lower_overlap3","est_ground_truth_CI_upper_overlap3","naive_h1_est_overlap3","naive_h1_CI_lower_overlap3","naive_h1_CI_upper_overlap3","naive_h2_est_overlap3","naive_h2_CI_lower_overlap3","naive_h2_CI_upper_overlap3","est_wald_overlap3","wald_CI_lower_overlap3","wald_CI_upper_overlap3","est_EIF_overlap3","EIF_CI_lower_overlap3","EIF_CI_upper_overlap3","est_EIF_gam_overlap3","EIF_gam_CI_lower_overlap3","EIF_gam_CI_upper_overlap3"
0.107033639143731,0.0866872735974516,0.12738000469001,0.122538566863757,0.0723381267265955,0.171855859830897,0.171604375808169,0.126955918350378,0.218771749615283,0.161179772702729,0.0995919858169754,0.227901299035498,0.152100424254668,0.0721503376926061,0.226528630847464,0.150419134381627,0.087830891965482,0.213007376797772,0.122427983539095,0.100821056846969,0.14403491023122,0.0756760653455467,0.033466946785235,0.121032495237104,0.201355308329127,0.160211753477684,0.245796086093017,0.0917963885886779,0.0398773007218619,0.150243623828655,0.0975853731493267,0.0432455895154932,0.160664715467027,0.0964577389500832,0.0467241487573374,0.146191329142829,0.101278269419862,0.0817359036945571,0.120820635145168,0.111324846489628,0.0755342930388719,0.151018794950987,0.211692480451992,0.179312771623632,0.244332995891525,0.137949482652081,0.0934675948831356,0.188862933760946,0.138051867919344,0.0853260884371932,0.198009020904759,0.138049527435808,0.0880681313348943,0.188030923536721
0.113897596656217,0.0927681735942999,0.135027019718135,0.0983189847590667,0.0439540174876408,0.160013933354307,0.205293046688675,0.149895043202865,0.258740176254782,0.122159140516179,0.0460675203123614,0.200713509735005,0.100750803873098,0.0322735137861353,0.186295107322363,0.100198452128376,0.0401134150446417,0.160283489212111,0.118006103763988,0.0968381153698074,0.139174092158168,0.0740532716755181,0.0283458026137931,0.12061814203694,0.190895448662537,0.147389801216779,0.236349239147703,0.0895609026781602,0.0309149067842788,0.151144217918337,0.0884653802454242,0.0273878816993043,0.155118110858554,0.0867302067756986,0.0332373771460434,0.140223036405354,0.118974358974359,0.097651719687181,0.140296998261537,0.0686641435569152,0.0361589533958393,0.10454832453546,0.212736230692558,0.178981087455153,0.246500532711306,0.0828496679449322,0.0439963322176538,0.124990293876537,0.0910161353645074,0.0383572672592087,0.149102356747755,0.09122471229871,0.0467560743174829,0.135693350279937
0.107581967213115,0.0871422489112659,0.128021685514964,0.0774682422683485,0.0163971734562919,0.135400875988665,0.209096029967498,0.166245392543308,0.258907343038419,0.097255066782614,0.0215710009320134,0.176195794329863,0.0795636274188502,-0.00334426131755592,0.164640443700821,0.0792806971026006,0.0218703593014702,0.136691034903731,0.126346718903036,0.104967095128774,0.147726342677298,0.143909821698602,0.0972164699545402,0.189296503876135,0.156325315991734,0.12373518573172,0.194297162679081,0.173998366416958,0.11215309070753,0.234938731914594,0.155929778258116,0.0927088220711431,0.221896277781249,0.162095377456151,0.105153256479848,0.219037498432454,0.115308151093439,0.0945713888231748,0.136044913363704,0.0841079203500305,0.0458046383801474,0.119836651842552,0.186588579992076,0.154279090503422,0.221242763630184,0.104305188820207,0.059739828473145,0.15167791951567,0.111784276509321,0.0574472445547224,0.163283262626151,0.111589275001783,0.0640349521069181,0.159143597896649
0.114488348530902,0.0936241523552032,0.1353525447066,0.0539875775079102,0.0101985191276983,0.0984972493826256,0.204080631866173,0.153919256083917,0.251945265051523,0.0652812554041492,0.00803498327395807,0.123066704920217,0.045922475472991,-0.0054450250581206,0.102056986801374,0.0455206064864967,-0.000727385754331532,0.091768598727325,0.113821138211382,0.0929771801130411,0.134665096309723,0.0475577518117032,0.0021630702390045,0.0909486161110885,0.197801626293669,0.156528266248362,0.241229594572229,0.0578583384266771,0.0044834965703448,0.111730030098316,0.0526643817153939,0.00199728655932226,0.113657538995945,0.0516766521110794,-0.000461414178659081,0.103814718400818,0.122345803842265,0.100923309951537,0.143768297732993,0.0991084302477747,0.0615269794138963,0.138046050012698,0.217662114282644,0.185003256107013,0.251536160982055,0.125524586684506,0.0779358378360374,0.176023350221384,0.160338042906869,0.0993877327327178,0.221383291651777,0.158352942954611,0.10332837725678,0.213377508652441
0.119533527696793,0.0987109501788717,0.140356105214714,0.139494613064217,0.0895655201205329,0.193144787088972,0.193797670981661,0.148241475124426,0.234731350280474,0.179092078262373,0.109046126920918,0.250478029894948,0.203575412199616,0.129848805734588,0.294728964472485,0.200496593232596,0.13765616834374,0.263337018121452,0.138834951456311,0.116717543553345,0.160952359359276,0.103618812761622,0.0494629574956434,0.161271270305844,0.180290109205646,0.143205522995023,0.223683832102093,0.116814840552799,0.0577244180333164,0.180923780227917,0.122336228454237,0.0651586060822974,0.187638621844238,0.124947014901021,0.0706459639537686,0.179248065848274,0.131742738589212,0.10939147776379,0.154093999414633,0.0907778594469497,0.0481983286852856,0.131408017318506,0.222167520774295,0.189862408543649,0.254842014669792,0.110236224039743,0.0587960834259807,0.158262852377121,0.122263975044314,0.0652205145510808,0.175222809333907,0.121693306775616,0.0723796764577943,0.171006937093439
0.103413654618474,0.0835031206222222,0.123324188614726,0.0890615866911059,0.0300602153926708,0.147534180841021,0.201905388992742,0.152041266024019,0.253269266588594,0.112754533366165,0.0397610256403683,0.188776179792079,0.123091928072031,0.0476033779587152,0.212315797824062,0.122610926387477,0.059205572164123,0.186016280610831,0.109815354713314,0.0897110550249751,0.129919654401653,0.108546771346808,0.0583160048207653,0.154791963099356,0.224416842521148,0.174970646312705,0.275515378085264,0.135480697561179,0.0782847352934617,0.195504975052717,0.116151418189263,0.0579150947651701,0.184242377973041,0.114465065186305,0.0566845885396177,0.172245541832992,0.133810010214505,0.111483656308659,0.156136364120351,0.101148398160065,0.0628177369457334,0.13996074085664,0.206377004980823,0.173318309356926,0.239034266694002,0.120721014677188,0.0735858849071417,0.171093627844523,0.120027680549879,0.0702868988414952,0.17516098045858,0.11897591373433,0.076466913035095,0.161484914433566
0.10547263681592,0.0854823139443846,0.125462959687456,0.0811389919531338,0.0234650208365742,0.144092527209461,0.224022103965254,0.175162580218167,0.270561480139421,0.1001019120781,0.0254154881227331,0.16665053125544,0.0932651161383133,0.011101433122042,0.170987710094126,0.0934379574283028,0.0375480376516788,0.149327877204927,0.112159329140461,0.0911328265904212,0.133185831690501,0.0760175503420599,0.0235427805376066,0.128270293285145,0.206430448205279,0.163601674589001,0.25341448309608,0.0947125950812725,0.0304322335352548,0.160751786133362,0.11420319754956,0.0558010877838898,0.174494040489207,0.114948439582844,0.0659543223835881,0.163942556782101,0.107471852610031,0.087050880103742,0.127892825116319,0.0896938157662137,0.0518633146466183,0.12778468112291,0.216585029366468,0.184060556043942,0.25002984667687,0.110741663999568,0.0647956754867664,0.158503063869712,0.134353748639321,0.0731044775301187,0.195333957956494,0.134918013661241,0.0822450425559958,0.187590984766486
0.129611166500499,0.107824938937398,0.151397394063599,0.0868539226508889,0.0328856270696587,0.140714328354462,0.18900697045173,0.146922798737278,0.234050102751695,0.109137937306048,0.0379162607771602,0.179195124799768,0.0905562431970715,0.0258312676705863,0.162966858662044,0.0912400915722777,0.0429854442787944,0.139494738865761,0.107995846313603,0.087391503783998,0.128600188843209,0.0810187534711709,0.0348646324626914,0.131080060080854,0.16615325088175,0.1271785876873,0.211511017092208,0.105449785384045,0.0429763548616943,0.171232391058985,0.112950386985308,0.0405984316572809,0.181247469737921,0.113358656912324,0.0547456534623778,0.17197166036227,0.128440366972477,0.106503080237125,0.150377653707829,0.104245470339756,0.0697426156586526,0.143788287178476,0.207687699834303,0.178865330460695,0.241317162956905,0.125727203290831,0.0789060484252596,0.169103253668621,0.123952350943932,0.0805673155177435,0.17238789690296,0.123953678303518,0.0804530410510226,0.167454315556014
0.103377686796315,0.0832865835686034,0.123468790024027,0.0679718552781065,0.0121517361475445,0.120077208292209,0.21652977868258,0.162153997573194,0.275865465959663,0.0810607745073196,0.0193737488998708,0.147642234022443,0.0731681548179232,0.0061079522594356,0.136178683495056,0.0730539124194,0.0230312869955979,0.123076537843202,0.108527131782946,0.0885489357714634,0.128505327794428,0.0386834521513211,-0.00377714204521005,0.0805930215018553,0.215976166238978,0.161643246239965,0.263784342800657,0.0463295813470404,-0.00900724778415467,0.102946106322872,0.0727867901234614,0.00408769844657713,0.142651267838077,0.0731977106084816,0.0166435942495311,0.129751826967432,0.111888111888112,0.0913601513469199,0.132416072429304,0.110985023364438,0.0710308526097845,0.15144813073288,0.203331149800917,0.168042219652274,0.237370907467567,0.143229525704434,0.0925071207423607,0.198456187988034,0.138035978578115,0.0896632894710424,0.192055724590957,0.138026456892181,0.0853808143172553,0.190672099467106
0.131964809384164,0.110224315656496,0.153705303111832,0.0868946102425292,0.0207835693373985,0.146996657383234,0.185134765044056,0.142418107300414,0.232886488950643,0.10634550237027,0.0313572278894029,0.177497246080121,0.0998791597043631,0.0201800913040951,0.18326368220781,0.100060623507874,0.0418911985558402,0.158230048459907,0.122167487684729,0.101020803730693,0.143314171638765,0.0288963171417717,-0.0212468668665741,0.0788196756046803,0.207335788670248,0.160302750965734,0.253314244830476,0.0357341362078855,-0.0276839666574345,0.0961372129137582,0.0138734607831033,-0.0561673069881167,0.0784989507265893,0.0127324668681675,-0.042864564488968,0.0683294982253031,0.116071428571429,0.0952976128968907,0.136845244245966,0.137239179959238,0.0925276259986757,0.178530669480891,0.224202850112977,0.194253172099423,0.257417334172609,0.164458995302395,0.113155295010066,0.220652845352472,0.131732576639473,0.0744235061882113,0.198043991830009,0.132297602915006,0.0795475820353735,0.185047623794639
