"est_ground_truth_c0","est_ground_truth_CI_lower_c0","est_ground_truth_CI_upper_c0","naive_h1_est_c0","naive_h1_CI_lower_c0","naive_h1_CI_upper_c0","naive_h2_est_c0","naive_h2_CI_lower_c0","naive_h2_CI_upper_c0","est_wald_c0","wald_CI_lower_c0","wald_CI_upper_c0","est_EIF_gam_c0","EIF_gam_CI_lower_c0","EIF_gam_CI_upper_c0","est_ground_truth_c0.25","est_ground_truth_CI_lower_c0.25","est_ground_truth_CI_upper_c0.25","naive_h1_est_c0.25","naive_h1_CI_lower_c0.25","naive_h1_CI_upper_c0.25","naive_h2_est_c0.25","naive_h2_CI_lower_c0.25","naive_h2_CI_upper_c0.25","est_wald_c0.25","wald_CI_lower_c0.25","wald_CI_upper_c0.25","est_EIF_gam_c0.25","EIF_gam_CI_lower_c0.25","EIF_gam_CI_upper_c0.25","est_ground_truth_c0.5","est_ground_truth_CI_lower_c0.5","est_ground_truth_CI_upper_c0.5","naive_h1_est_c0.5","naive_h1_CI_lower_c0.5","naive_h1_CI_upper_c0.5","naive_h2_est_c0.5","naive_h2_CI_lower_c0.5","naive_h2_CI_upper_c0.5","est_wald_c0.5","wald_CI_lower_c0.5","wald_CI_upper_c0.5","est_EIF_gam_c0.5","EIF_gam_CI_lower_c0.5","EIF_gam_CI_upper_c0.5"
0.17578125,0.140809969598126,0.210752530401874,0.144664546949504,0.0996944039435619,0.190197863145148,0.280665818778972,0.240357266243791,0.321117682526109,0.178987363964194,0.124520487888677,0.242062967579678,0.196479842641052,0.127786963992454,0.265172721289651,0.179190751445087,0.14419322429216,0.214188278598013,0.135274434385282,0.0911404193768765,0.181400199881245,0.300284872318969,0.257175897048529,0.345360484418342,0.190087602079311,0.128174009189475,0.261018582815026,0.165727541425626,0.0985721720520719,0.23288291079918,0.228070175438596,0.18975996639211,0.266380384485083,0.207274710216066,0.152606886243062,0.260493656796733,0.373873845129875,0.330537130330256,0.421152077256216,0.327508693261866,0.256271641659059,0.408935718435118,0.278766046632597,0.20737802362029,0.350154069644904
0.143459915611814,0.10989732278549,0.177022508438138,0.130297207266393,0.0879231409389714,0.176241489678685,0.302520150342582,0.261229691269405,0.345784837052923,0.165756997918943,0.109361639374782,0.229596918457779,0.20333261260195,0.137991389822693,0.268673835381207,0.171483622350674,0.137052273125839,0.20591497157551,0.162546948078697,0.117398521545199,0.211325132269124,0.283637831187748,0.245565214073011,0.320725998859792,0.208151894213408,0.150643867987398,0.273959481967665,0.192086688591258,0.133174636323006,0.250998740859509,0.214736842105263,0.175803286124655,0.253670398085871,0.157697790958762,0.115796413189137,0.204234702497186,0.370860402523383,0.326038682602626,0.410049544512884,0.237342934562277,0.172597568274815,0.314528700424123,0.224506173542116,0.157107669479939,0.291904677604293
0.147792706333973,0.115315249951814,0.180270162716132,0.127605827300989,0.0861173560961348,0.170994186568732,0.303329972370399,0.25962885744575,0.344723397855608,0.148804410111929,0.100618289198629,0.206625429929073,0.154152657580999,0.0982732680535401,0.210032047108457,0.175438596491228,0.14052454580713,0.210352647175326,0.164956631313364,0.116443150177362,0.221721942827807,0.324007435023377,0.283173867664531,0.368780181928039,0.216154834339444,0.156445721563238,0.282946312693964,0.204642723649634,0.145057718470971,0.264227728828296,0.220907297830375,0.182795556866618,0.259019038794131,0.146850871423406,0.0992636434267929,0.198532711205586,0.330606238844272,0.28422968739887,0.377073541152649,0.206785169326611,0.134506436798673,0.281249820717166,0.204711088991028,0.136171481642434,0.273250696339623
0.17,0.135074938432861,0.204925061567139,0.151280075002994,0.107176469634682,0.192442046712812,0.322386410986862,0.278708041859814,0.363772226222171,0.202763205744093,0.144895318950561,0.262425125417681,0.194754265421638,0.136269520143411,0.253239010699864,0.193018480492813,0.155964962270055,0.230071998715571,0.119180648642604,0.0722915701507686,0.165337921022362,0.348663933145041,0.305973656934967,0.39096931110774,0.168529120832668,0.115918968497502,0.231407885908806,0.142642692978507,0.0865479267157561,0.198737459241258,0.259414225941423,0.218117026918709,0.300711424964136,0.14902818272201,0.0981840213140742,0.202038708284625,0.357988646701243,0.315298358173542,0.403538645769788,0.20848597850503,0.145084842357414,0.279030822936604,0.191960664783429,0.127202954089946,0.256718375476912
0.155511811023622,0.121997938632482,0.189025683414763,0.151544942742541,0.108600975976398,0.195009600905682,0.270484468544321,0.230216565278309,0.30983984345198,0.202429342346575,0.141816708437696,0.271120704872513,0.20420341545375,0.1437030304368,0.264703800470701,0.211065573770492,0.172859522536197,0.249271625004786,0.131331516699702,0.0837478319616814,0.177901177158228,0.335658315868242,0.291815185634137,0.379722981573412,0.149643775786132,0.0886172656250564,0.210312459868264,0.17192339679749,0.112012294485355,0.231834499109626,0.194331983805668,0.157438976184485,0.231224991426851,0.216527078135235,0.167984636485492,0.264648491279007,0.349689590853384,0.305485289943277,0.396161198566073,0.264291111962585,0.196397900619232,0.340440238313382,0.258134689367712,0.191199475352288,0.325069903383135
0.170254403131115,0.135665315520092,0.204843490742139,0.125892553120872,0.0793827112868432,0.170911293576744,0.328164638332516,0.28709829445126,0.371174369981873,0.149187476120801,0.0933674670108594,0.212357379642267,0.147884799552748,0.0888874082202402,0.206882190885256,0.231237322515213,0.192019212278923,0.270455432751502,0.150335651207216,0.100362442070853,0.200596474445995,0.29446922622741,0.25598320943385,0.335046730324153,0.19261398423723,0.13542320385087,0.25660958965317,0.183723175631876,0.12333050521045,0.244115846053302,0.19560878243513,0.158874593429588,0.232342971440672,0.164546064300582,0.119454786968949,0.21002893405692,0.352497199587816,0.309983352833307,0.393413748192218,0.290660088540733,0.220066840893679,0.372981802821693,0.179887545580941,0.0627562771126473,0.297018814049234
0.188405797101449,0.151530336702655,0.225281257500244,0.133288784070014,0.0861712509684955,0.18046453113427,0.280693076669529,0.242114166827652,0.321547333507759,0.151037351163863,0.096415534398239,0.205096459691388,0.155963836802596,0.101612862377302,0.210314811227891,0.172690763052209,0.13749349622552,0.207888029878898,0.162388298845937,0.116449634158078,0.208470452053389,0.351070535588438,0.305978932342639,0.391243313029965,0.197198001470317,0.140997270663574,0.257585123732938,0.174428514838207,0.121264293331184,0.22759273634523,0.202783300198807,0.165645928277909,0.239920672119705,0.168034280967286,0.120993834425511,0.214340753217151,0.365665984223221,0.322419855423337,0.407455349563406,0.228027304222187,0.164009524790578,0.298704615574549,0.206871387292053,0.143635362772119,0.270107411811986
0.163179916317992,0.128048927317691,0.198310905318293,0.147168255970868,0.105548453470695,0.190534370449891,0.279823258210868,0.243113441353392,0.322836217535366,0.203883221814095,0.14352304974572,0.267471737248998,0.187824490857009,0.127310754752015,0.248338226962003,0.206225680933852,0.169246800047422,0.243204561820282,0.147299082403723,0.102310892795986,0.19369345474591,0.272086805265991,0.232438710993849,0.315704502984092,0.188089337167491,0.130247234208294,0.248242141172078,0.181568630499672,0.120747796690391,0.242389464308953,0.194503171247357,0.15682652778322,0.232179814711495,0.146848956739413,0.100303525676236,0.19265701074865,0.377888658845482,0.334585743264101,0.422982607967789,0.214679926208833,0.158187601368863,0.285042250859953,0.16484563214966,0.104634420556241,0.225056843743079
0.136363636363636,0.103059402732805,0.169667869994468,0.122597690203786,0.0795883218751946,0.167367333477949,0.313823683188568,0.270739037151894,0.355453433924498,0.150853951677517,0.0934435756887666,0.208780294783546,0.151981757920207,0.0932345892051296,0.210728926635284,0.194831013916501,0.158218147496553,0.231443880336449,0.156492589260623,0.112284473397823,0.203920088442894,0.31787687851447,0.275900482560173,0.358704553775147,0.203144226651979,0.145617232596738,0.263558055124783,0.181987171612755,0.123644066420148,0.240330276805362,0.249003984063745,0.20917553252927,0.28883243559822,0.142564410511312,0.0897995542556632,0.194071323456045,0.356125148578513,0.310309375886341,0.402349661616961,0.221099844945155,0.160181303379186,0.291265453656313,0.213001046734782,0.139465973371125,0.28653612009844
0.159509202453988,0.125055371118296,0.193963033789679,0.137298010864561,0.0943760058941271,0.184433190410247,0.327175956977512,0.283095835106197,0.371149777404021,0.166211303632068,0.108190042838492,0.229231555077326,0.174850631857694,0.112926279914845,0.236774983800543,0.197674418604651,0.161310735506258,0.234038101703044,0.163606492838594,0.116695425530072,0.210461204869808,0.343851011802626,0.30191779693189,0.385688797988766,0.223270159401925,0.156038353513103,0.293456645168285,0.230718672750972,0.0744336387551382,0.387003706746806,0.212424849699399,0.174537071080138,0.25031262831866,0.163045032464505,0.110146621405168,0.211801530088884,0.367716875969597,0.324821984839098,0.410922687175525,0.262950567078023,0.192730181433142,0.339271451079399,0.218345682980743,0.147850235191555,0.28884113076993
